Unnamed: 0,text,labels,target,action
1109,"A Plymouth man was arrested Tuesday after embarking on a bizarre, two-year cyberstalking campaign against his girlfriend, according to federal authorities. Joseph Kukstis, 29, was charged with stalking via electronic means and held in custody pending an arraignment later Tuesday in federal court in Boston. Between September 2015 and about October 2017, Kukstis targeted the victim with an anonymous harassment campaign that was intended to cause — and did cause — the victim substantial emotional distress, U.S. Attorney Andrew Lelling said in a statement. Lelling alleged Kukstis committed the following acts:  Lelling said Kukstis also sent himself harassing messages that he showed to the woman as a ruse to make it appear he was also a victim of the stalker. Then in January, Kukstis gave up and admitted to the woman he was indeed the stalker, Lelling said. Kukstis allegedly sent the woman an email that said, it was me the entire time, I hate myself for it. If convicted, Kukstis could face up to 5 years in prison and a $250,000 fine. Photo credit: Shutterstock",0,8,5
1110,"Two Plymouth teens who allegedly spray-painted swastikas on walls at the MBTA commuter rail station at Cordage Park last week face vandalism charges, Plymouth Police said. The phrase Nazi propaganda was also painted on a sign near the platform. Alexander Dearn, 19, and a 15-year-old have been charged with defacing property. Plymouth police Captain John Rogers told WATD the incident doesnt rise to a hate crime because the symbols werent directed at a particular person or group. However, the chairman of Plymouths No Place for Hate committee, Barry Meltzer, believes it was an attack against the entire community. That station is used as the entry way into our town, especially in the summer with all the new visitors and everything and the trains coming in, then you know its directed at the town because otherwise it wouldnt be done, Meltzer told WATD. The incident will be discussed when the No Place for Hate committee meets Thursday night at Plymouth Town Hall.",1,0,2
1111,"Two Boston brothers are being held without bail after allegedly beating a homeless man and urinating on him in at a T stop early Wednesday morning. One of the brothers credits Republican presidential candidate Donald Trump with inspiring the attack, reports the The Daily Beast. Scott Leader, 38, and Steve Leader, 26, both of South Boston, were charged with multiple crimes, including assault and battery, assault and battery with a dangerous weapon, assault and battery for the purpose of intimidation because of national origin, open and gross lewdness, indecent exposure, disorderly conduct, disturbing the peace, and threatening to commit a crime, Suffolk County District Attorney Daniel F. Conley announced. Steve Leader was arraigned on an additional count of malicious destruction of property. They were ordered held in jail pending a dangerousness hearing scheduled for Sept. 3. Scott Leaders also saw his bail revoked on previous charges. He has served time for a hate crime against a Moroccan man, and he allegedly punched a Muslim man after the Boston Marathon bombings. Police say they received a call for assistance with an ongoing assault at the JFK/UMASS T station just after 12:30 a.m. Wednesday. Witnesses reported watching two men beating another man with a metal pole. They reportedly hit the 58-year-old homeless man repeatedly with a metal pole before walking away laughing. The witnesses followed the suspects after the attack, helping police find them. The victim was rushed to Boston Medical Center, where he was treated for a broken nose, serious bruising and other injuries. He later told police he awoke to the two men urinating on him. They then ripped off his sleeping bag and blankets and started going through his things before beating him with the pole, the victim told police. Even after being arrested, the brothers were still ready to fight, according to police reports. Steve Leader allegedly exposed his genitals to the troopers several times and urinated on the door and floor of the cell block. He allegedly stated that he would kick the [expletive] out of the troopers if he werent in the cell. Scott Leader, despite being read his Miranda rights, was not in the mood to remain silent, reports indicate. He reportedly told police he and his brother tuned up an illegal immigrant, and that this behavior was acceptable because the victim was homeless and Hispanic. That opinion, he says, matches with Donald Trumps platform. Donald Trump was right, all these illegals need to be deported, Scott Leader reportedly told police. Told of Leaders comments, The Daily Beast reports Trump invoke the passion of his followers. It would be a shame, Trump told the website. I will say that people who are following me are very passionate. They love this country and they want this country to be great again. They are passionate. Photos: Scott Leader is in the red and blue shirt; Steve Leader is wearing the white tank top.",1,0,0
1112,"- A serial drunk driver who was once described as inherently evil by a retired Marblehead Police detective was given until March 28 by a Salem Superior Court judge to decide whether or not he will plead guilty on charges stemming from his most recent drunk driving arrest and go to prison for six years. Peter Anketell, 56, of Salem, was arrested last July after nearly hitting two pedestrians near the Speedway gas station on Derby Street. It was the 15th time he had been arrested for drunk driving since 1978. Anketells record, according to the Salem News, includes 10 convictions in Massachusetts, three in New Hampshire and an open case in Florida. When he was arrested last summer, he had just finished serving a 12- to 14-year prison sentence for a 2004 conviction on motor vehicle homicide while drunk. That conviction came after a 2002 crash in which Anketells girlfriend, 40-year-old Cynthia Wilson, was killed. When Salem Police arrested Anketell last year, retired Marblehead Police detective Marion Keating told CBS News Boston she was shocked to see a man she had helped send to prison in 2002 back behind the wheel. I hate to say it but hes inherently evil, Keating said. Keating also told CBS that after the crash Anketell tried to move Wilsons body to make it appear as if she had been driving. In his most recent arrest, Anketsell allegedly took his girlfriends Dodge Journey without permission. When the truck hit a curb and blew out a tire near the Speedway gas station, a man ran from the vehicle. Police found Anketsell in a nearby parking lot, smelling of alcohol and with a beer between his legs. Salem Superior Court Judge Timothy Feeley has proposed a sentence of six years followed by two years probation if Anketsell agrees to plead guilty. If he were to go to trial, he could face 4.5 years for the drunk driving charge, followed by sentence of 18 months for driving after his license was revoked for drunken driving. For more on this story, see the Salem News. Subscribe to Salem Patch for more local news and real-time alerts. Patch file photo by Salem Police Department. Dave Copeland can be reached at dave.copeland@patch.com or by calling 617-433-7851. Follow him on Twitter (@CopeWrites) and Facebook (/copewrites).",0,8,5
1113,"Salem Police are looking for the person who used a light blue marker to draw a swastika on a pillar at the Salem Common bandstand last Thursday afternoon. The vandalism was reported on Sunday, according to Lt. Marc Berube, but surveillance tapes show it was drawn on Thursday around 1 p.m. Berube said the graffiti has since been removed by the Salem Department of Public Works. Whether it was undertaken with malicious intent or stupidity, this action needs to be condemned in the strongest possible terms, said Mayor Kim Driscoll in a statement. The very name of our community emanates from the Hebrew word for peace – Shalom, said Driscoll. In Salem, we strive to be a welcoming and inclusive city and in the wake of this incident we will continue our work with our community partners like Salems No Place for Hate Committee, the ADL, and others to continually educate, advocate and work toward that goal. We must be tireless in our efforts to bridge our differences and continue to support each other within the diverse, vibrant community we are fortunate enough to call home. Image via Shutterstock",1,0,2
1114,"The fate of a proposed ordinance that would designate Salem as a Sanctuary City has been delayed, as city officials have moved to defer action on the proposed ordinance until the beginning of next year. In a joint statement released Sunday evening, officials indicated that they have decided to defer action on the proposed Salem Sanctuary for Peace ordinance until early 2017. Officials indicated that a draft of an ordinance by Jan. 26, 2017. Ward 4 Councillor David Eppley, who proposed the ordinance, has stated the intent of the ordinance is to ensure that city employees do not participate in federal immigration enforcement activities. As a policy, the city generally works cooperatively with federal and state officials, and we will continue to do so, but we do not enforce federal immigration laws and do not expect to in the future, wrote Mayor Kimberly Driscoll in a statement on Facebook. Many communities follow similar protocols across the country, whether they call themselves a sanctuary city or not, as local police departments have long recognized that mutual trust is an important part of community policing and key to maintaining safe and strong neighborhoods. Eppley added on his Facebook account that he has deferred action on the Salem Sanctuary for Peace draft ordinance after a very positive meeting with Driscoll, Salem police chief Mary Butler, Latino and faith community leaders and Salems No Place for Hate committee. The term sanctuary city has become a hot button issue in the recent presidential election, with President-elect Donald Trump threatening to cut federal funding to sanctuary cities. As a community, it is my hope that we will continue to reiterate and reaffirm our beliefs in respect for equal rights and opportunities for all who call Salem home - none of which has changed since the election, wrote Driscoll in her statement. City officials will now meet during the coming weeks to come up with a final ordinance by Jan. 26. The Salem News reports that a Dec. 8 hearing on the ordinance has been cancelled. Salem strives to be a welcoming and inclusive city that is committed to protecting ans serving all who call it home, read the joint statement.Our strength is rooted in our rich diversity and proud immigrant history. We are confident that by working together we can re-affirm these values and work collaboratively to achieve the highest standards of equity and dignity for all of our residents. Photo By John Phelan - Own work, CC BY 3.0,https://commons.wikimedia.org/...",0,8,5
1115,"Following nearly a two-month investigation, two men have been charged in connection with the explosion of a newsbox belonging to the Rainbow Times back in August. Detective Kevin St. Pierre has filed criminal complaints against John Richard, 23, of Hollis, NH; and Lawrence Gilman, 20, of Milford, NH with malicious or wanton defacing or damaging property over $250 and throwing, secreting, launching or placing of an incendiary device. Capt. Conrad Prosniewski told Patch that the two are set to be arraigned Friday morning at 9 a.m. He could not make further comment until after the arraignment. Police were investigating this act as a hate crime. The dramatic explosion was captured on video, which can be viewed below. READ MORE: Residents gathered downtown following the explosion to show support for the newspaper and unveil a new news box. This wasnt the first time Rainbow Times newsboxes had been targeted. Rainbow Times co-founder and editor-in-chief Nicole Lashomb told Patch that the papers boxes have been a target of vandalism 10 times. Check back with Patch for updates.",1,4,1
1116,"City officials, police and community members are coming together in Salem in support of the Rainbow Times, an LGBT newspaper whose news box in Salem Square was destroyed by a group of seven vandals caught on camera Tuesday morning. City officials joined members of the newspaper and the Salem community in resurrecting a new news box to stand where the old one originally stood. The response comes after a group of vandals set fire to unknown explosives placed inside the box, causing an explosion which could be heard as far as one mile away, according to police. We are showing a sign of strength, says Gricel Ocasio, a publisher at the Rainbow Times who spoke to Patch after the incident occurred. We are sending a message saying We are not going anywhere, we will prevail and we will not be silenced by these vitriolic or hateful actions, period. Salem Police are investigating the incident as a hate crime, Ocasio says. Authorities are offering a $5,000 reward for any information that helps investigators solve the case. I was enraged, Ocasio told Patch.I thought of who would do this and why? Why is it that we are being targeted for being who we are and for representing a marginalized community? While this was the first incident in which pyrotechnics were used on one of its news boxes, Rainbow Times co-founder and editor-in-chief Nicole Lashomb told Patch that the papers boxes have been a target of vandalism 10 times. After the third instance of vandalism, Lashomb says, police began strategizing with the paper to help catch those responsible. Regardless of the recurring incidents, Lashomb was shocked at the nature of the explosion. When I looked at the video, I was not expecting an explosion of that magnitude, Lashomb said.I gasped, cupped my mouth with my hand and was truly in shock. Support and coverage of the explosion has poured in from across the country since news broke about it Wednesday afternoon. National outlets such as LGBTQNation, the Advocate and others have covered the issue. The Rainbow Times was also pleased with how city officials reacted to the situation and are hopeful that those responsible are brought to justice. I also think its only a matter of time before they are caught, said Lashomb.So many people not only in law enforcement but in the entire community are outraged that they [those responsible] have put a tarnish on our city we love so much. Salem has become an LGBT mecca, and people are not happy [about the explosion].",1,4,1
1117,"Wednesday, Dec. 2 At 1:54 a.m., a resident of Boston Street complained that his neighbor had come home and was slamming the door. After he asked her to stop, he said she slammed it louder. The woman told police she was trying to rectify the situation by adding foam to her door. At 7:26 a.m., there was a motor vehicle at Lafayette and New Derby Streets. At 8:51 a.m., there was a motor vehicle accident on Canal Street. At 10:02 a.m., there was a report of possible stolen trash barrels on Harbor Street. At 2:29 p.m., police performed resident parking enforcement on Linden Street. At 2:56 p.m., there was a report of a smashed storm window on Essex Street. At 5:16 p.m., a man who was passed out blocking the entrance of a residence on Derby Street was placed into protective custody. At 6:26 p.m., there was a hit and run accident in a parking lot on Highland Avenue. At 7:29 p.m., there was a report of a breaking and entering to a motor vehicle on Raymond Road. At 9:54 p.m., there was a report of a lost or stolen phone on Boston Street. Thursday, Dec. 3 At 7:45 a.m., there was a report of breaking and entering to motor vehicles on Lafayette Street. At 8:49 a.m., there was a report of a breaking and entering to a motor vehicle on Lafayette Street. At 8:54 a.m., there was a report of a disturbance in a parking lot on Traders Way. A man with a white commercial box truck had set up a stage with two large PA speakers and appeared to be holding a religious service for day laborers. The man, who said he was from a church in Revere, was advised to cease the activity at the time because he was on private property.",0,8,5
1118,"It is days away from Halloween in Salem, so why wouldnt a woman who runs a pagan church and witchcraft shop be taking a self-proclaimed wizard to court? Lori Sforza, the 75-year-old woman who says she is a witch-priestess and who runs a Salem witchcraft shop, filed for court-ordered protection against harassment from Christian Day, who claims to be the worlds best-known warlock on his website. The hearing was originally scheduled for 9 a.m. on Wednesday, but was continued so an attorney filling in for Days regular attorney could be brought up to speed on the process. Sforza said the legal proceedings have been going on since September and she is eager to get it over with. Sforzas attorney claims Day has harassed her by phone and over social media for the past three years. She has filed for court-ordered protection against Day. When someone calls you the C word, you have to stand up for yourself, Sforza. Some people say that when he calls you the C word, youve made it, but thats not right. Sforza said she grew up in a culture where both men and women showed respect and were treated with respect. Even with the court case ongoing, Sforza said she will keep a positive attitude. Im 75 years young, she said. You stay young in your heart. Sforza is the founder of Our Lord and Lady of the Trinacrian Rose Church in Salem, which espouses a positive earth-centered focus combining the modern and traditional aspects of the Wiccan Beliefs and Religion as well as the Old World Sicilian Witchcraft of the Strega, according to its website. Sforza goes by the name Lori Bruno and runs the shop Magika on Pickering Wharf. Day owns occult shops in Salem and New Orleans and lives in New Orleans, according to his Facebook page. He is the creator of the Salem Festival of the Dead and the Official Salem Witches Halloween Ball, which takes place on Halloween night. Photo via Festival of the Dead Facebook page.",1,3,3
1119,"March 30 9:13 a.m. Caller reported a case of vandalism on Sykes Road. 2:57 p.m. Caller reported a case of vandalism on West River Street. Hate speech had been sprayed in the area. 3:19 p.m. Caller reported his truck had been keyed. 4:36 p.m. Danielson Barbosa, 20, of 93 North Hull St. in East Providence Rhode Island, was issued a summons arrest for leaving the scene of an accident [hit and run]. April 1 12:43 p.m. Caller at Wal Mart reported a shoplifter. 2:36 p.m. Caller reported a case of shoplifting at Wal Mart. 3:30 p.m. Caller at Stop an dshop reported receiving a counterfeit bill. 5:21 p.m. Caller reported a hit and run on Taunton Aveune. April 2 11:31 a.m. Caller reported a case of shoplifting at Wal Mart. 1:53 p.m. Caller reported a hit and run at Wal Mart. 4:00 p.m. Caller from Sally Beauty Supply reported receiving a counterfeit bill.",1,8,2
1120,"A Sharon man is due in court Monday on allegations that he vandalized an important Jewish structure in town. Yerachmiel E. Taube 28, of Sharon, was arrested Saturday and charged with malicious destruction of property, destruction to a religious organization, interference with civil rights, and disorderly conduct. As of Sunday, Taube is in police custody and is scheduled to be arraigned in Stoughton District Court on Monday. Sharon Police posted on Facebook Friday that the Sharon Eruv suffered extensive vandalism over the last few weeks. The vandalized part appeared on the Massapoag trail between Ames Street and Billing Street, and Billings Street and Robs Lane. The Eruv was constructed in 1990 and is a series of poles and string that mark the boundary of the Jewish community for the purpose of carrying items on the Sabbath. Image via Sharon Police Department",1,3,2
1121,"Sharon, MA - The Sharon-based Islamic Center of New England has condemned an attack on an Orlando gay nightclub that has left at least 50 people dead and several more injured. In a statement from the Islamic Society of Boston Cultural Center and endorsed by the ICNE, the group urges community members to stand up to hate and violence. It does not feel enough to simply grieve, but at the moment grief and prayers to God for healing and justice for the victims and their families is all we can offer, the statement said. It is hard also not to feel angry at what this murderer did. This senseless act of violence is an affront to all human dignity, and has no place in any society, community or faith. It certainly goes against anything our faith stands for. Sundays shooting at the Pulse nightclub in Orlando left 50 people dead and 53 people hospitalized, making it the deadliest mass shooting in U.S. history. The gunman, identified as Omar Mateen, was killed in the club. He had been the subject of two terrorism-related investigations of by the FBI, both of which were closed for lack of evidence. Despite his claims of allegiance to ISIS, the FBI said he had no known ties to the group or direct ties to any other terrorist. Todd Richissin contributed to this article.",1,4,0
1122,"A dead coyote and an injured turkey were seen on Route 1 at Interstate 95 Exit 9 in Sharon last week, Sharon Police said today. The coyote was reported in the road at 5:37 a.m. Tuesday, April 17, according to the Sharon Police log. The turkey was reported seen on the side of the roadat 1:42 p.m. Friday, April 20. Here are the other highlights of the Sharon Police log for April 15 to April 21, courtesy of the : On Sunday, April 15 at 12:41 a.m., someone on Walpole Street reported a loud party. At 11:58 a.m., someone in Post Office Square reported a minor motor vehicle accident. No report was filed. At 1:30 p.m., someone on Bay Road reported a motor vehicle swiped the side of their mailbox. At 6:13 p.m., someone reported a two-car motor vehicle accident on South Main Street. At 7:06 p.m., someone on Glendale Road reported an unattended fire in a back yard. At 9:22 p.m., someone on North Main Street reported a loud party. On Monday, April 16 at 9:49 p.m., someone on Oak Hill Drive reported past egging. At 11:09 p.m., someone reported a tree fell in the road at South Pleasant at Walnut streets. On Tuesday, April 17 at 9:53 a.m., someone reported an orange bicycle by the side of the road on Norwood Street. At 9:12 p.m., someone on Marcus Road reported vandalism to a motor vehicle. On Wednesday, April 18 at 12:22 a.m., someone on Wilshire Drive reported a motor vehicle was egged. At 9:34 a.m., someone reported a two-car motor vehicle accident with property damage on Commercial Street. At 5:55 p.m., someone on Country Lane reported their house/car has been egged twice since April 1. At 6:22 p.m., someone on Knife Shop Lane reported smelling gas in their home. Police assisted . At 10:31 p.m., someone on Mansfield Street complained about a barking dog. On Thursday, April 19 at 10:23 a.m., someone on Wilshire Drive reported youths partying inside a house. At 12:11 p.m., someone on Summit Avenue reported fraud. At 1:46 p.m., someone on Old Wolomolopoag Street reported a firecracker went off inside a mailbox. At 2:32 p.m., someone on North Main Street reported a laptop was stolen from a motor vehicle. At 6:15 p.m., someone reported a dog running in traffic at Bay Road at Mallard Drive. At 6:55 p.m., someone reported youths doing doughnuts in motor vehicles on Boat Docks Street. At 8:10 p.m., someone reported a passing motor vehicle was throwing eggs at East Street at Lyndon Road. On Friday, April 20 at 2:54 p.m., someone reported a large tree branch fell at Gertrude Avenue at Harold Street. At 7:50 p.m., police notified the water department of no water on Harding Street. At 11:51 p.m., someone reported a motor vehicle in the woods at South Main Street at I-95. On Saturday, April 21 at 12:58 p.m., someone reported a motor vehicle accident at South Main Street at Shaws Plaza Place. No report was filed. At 2:04 p.m., someone reported youths starting a campfire on Lakeview Street. At 2:53 p.m., someone reported a house fire on West Ridge Drive. Police assisted the fire department. At 4:06 p.m., someone reported a motor vehicle accident with injuries at Bay Road at Gay Drive. At 9:16 p.m., someone reported youths drinking on Massapoag Avenue.",0,8,5
1123,"Blown transformers and fallen trees were common sights in Sharon during the beginning of last weekends snowstorm, the Sharon Police log shows. Police first reported asking the Department of Public Works to sand the streets, which were getting icy, at 6:58 p.m. last Saturday, according to the log, which runs from Sunday to Saturday. Heres how the rest of Saturday evening unfolded, for storm-related calls: Here are the other highlights of the Sharon Police log for Oct. 23 to Oct. 29, courtesy of the : On Sunday, Oct. 23 at 11:06 a.m., someone reported a wild cat in the Grove Street area. At 12:43 p.m., police assisted someone on Pond Street with an unhappy patron. At 12:56 p.m., someone reported trespassing on Bay Road. On Monday, Oct. 24 at 11:01 a.m., someone reported a motor vehicle accident with unknown injuries at Billings Street at Summit Avenue. At 1:43 p.m., someone reported a motor vehicle accident on South Main Street. No report was filed. Police helped with the paperwork exchange. At 6:27 p.m., someone reported their wallet was stolen at . At 7:36 p.m., police helped the with a report of heavy smoke coming from a North Main Street roof. On Tuesday, Oct. 25 at 6:26 a.m., someone reported a motor vehicle accident with property damage only at Route 1 at Interstate 95 Exit 9. At 10:32 a.m., someone reported a motor vehicle accident with property damage and no injuries on Route 1. At 1:36 p.m., someone reported trash in the road on Pond Street. At 4:22 p.m., police notified the water department of water coming up from Pond at Ames streets. At 4:47 p.m., someone reported a motorist was dumping a container at Norwood Street at I-95. On Wednesday, Oct. 26 at 9:32 p.m., the fire department reported a one-car accident with possible injuries on Route 1. On Thursday, Oct. 27 at 3:24 a.m., police arrested someone on South Main Street and charged them with driving under the influence of alcohol or drugs. At 7:50 a.m., someone reported a motor vehicle accident at Ames at Pond streets. No report was filed. Police helped with the paperwork exchange. At 12:57 p.m., someone reported a motor vehicle accident with unknown injuries at North Main Street at Hixson Farm Road. At 2:34 p.m., someone reported finding a Salem Police badge on the outbound side of the Sharon MBTA commuter rail station. At 6:13 p.m., someone reported a minor motor vehicle accident with no injuries on North Main Street. At 6:21 p.m., someone on Montaup Road reported a possible squirrel in their house. At 9:13 p.m., someone on Gay Road reported hearing a loud screeching noise. At 9:17 p.m., someone reported a tree limb hanging low at East Foxboro at Beach streets. At 11:32 p.m., someone on Bayberry Drive reported their neighbors radio was too loud. On Friday, Oct. 28 at 4:47 a.m., Walpole Police reported a crash on the Route 1 North overpass. At 3:31 p.m., someone on Maskwonicut Street reported their house was broken into. On Saturday, Oct. 29 at 11:28 a.m., someone reported a large amount of water in the roadway at Massapoag Avenue at Mansfield Street. At 9:52 p.m., someone on Mountain Street reported a loud party.",0,8,5
1124,"Welcome to Thursdays Patch PM. Here are todays top stories: It appears Massachusetts lawmakers, which have gone nearly a week into the new fiscal year without an annual budget in place, could pass a budget Friday. But where is the roughly $40 billion going to go, and how will the big gap be plugged? Explosive residue in a moving truck caused a scare at a major Air Force base, prompting an evacuation and massive law enforcement response. Patch caught up with the countrys second publicly transgender principal a month after he came out. What comes after such a personal public announcement? House-hunting history buff? This weeks homes for sale roundup features Revolutionary Era homes built in the 1770s. Crime Time: Three fugitives wanted in separate murders. Police catch them all – in the same day. A man snoops around yard with a hatchet, goes through mail ... A teen is stabbed to death; his killer remains at large. ... Four suspects are sought in a violent home invasion that left an elderly woman in the hospital ... Stolen baby formula sparks a police pursuit ... A sex offender is wanted for rape of a disabled person. Also in the news... A possible unexploded firework (or miniature Death Star) shuts down an area beach. Want to golf like President Trump? Nows your chance. Speaking of the president... Uncle Sam is leading the charge for one late night talk show host to take him on in 2020. Tommy Shakespeare: Bradys first book comes out this year.",1,7,0
1125,"A shoplifting arrest in Somerville Sunday evening turned nasty when the suspect allegedly made repeated threats on the life of a police officer and members of his family. Brian Kobs, 32, of Medford, allegedly told the officer he had 10 years hanging over his head and had nothing to lose by killing a police officer. Kobs also allegedly shouted racial slurs at the officer, according to the police report. At one point, the officer took out his cell phone and began filming Kobs during his rant at Somerville Hospital. The incident began around 6:15 p.m. Sunday night, when police were called to the Stop & Shop on McGrath Highway for a reported shoplifter. The caller, an employee at the store, began chasing the suspect through the parking lot toward Broadway. The suspect was described as a white male, wearing a gray shirt and black shorts. Witnesses told police the man had removed the gray shirt and was now carrying it as he traveled down Arlington Street. Police located the man, who later identified himself as Brian Kobs, on Arlington Street. Kobs was ordered to stop and allegedly ran across Arlington Street in an attempt to flee. When police caught up to him, he allegedly turned around quickly with his right hand clenched, prompting the officer to strike him with a closed fist, according to the report. Kobs allegedly continued to resist and attempted to strike police with his elbow as he was handcuffed. Police pepper sprayed him in an attempt to get him under control. Kobs was arrested for larceny last November and was known to Stop & Shop employees. The man who reported the shoplifting to police told them he recognized Kobs from the November incident and followed him on surveillance cameras as he allegedly concealed numerous health and beauty products in a bag before quickly leaving the store. The man said he identified himself in the parking lot and Kobs fled through the parking lot and out to Broadway. Kobs was transported to the hospital due to injuries sustained during the arrest. Once at the hospital, he allegedly made numerous threats on the officer and the officers family and launched into a racially charged rant while destroying hospital property. Kobs was charged with larceny over $250, resisting arrest, witness intimidation and threatening to commit a crime. Editors Note: This post was derived from information supplied by the Somerville Police Department. It does not indicate a conviction. Click this link to find out how to get a name removed from a Massachusetts Patch police report. Image via Shutterstock Story originally published June 12.",1,0,2
1126,"A shoplifting arrest in Somerville Sunday evening turned nasty when the suspect allegedly made repeated threats on the life of a police officer and members of his family. Brian Kobs, 32, of Medford, allegedly told the officer he had 10 years hanging over his head and had nothing to lose by killing a police officer. Kobs also allegedly shouted racial slurs at the officer, according to the police report. At one point, the officer took out his cell phone and began filming Kobs during his rant at Somerville Hospital. The incident began around 6:15 p.m. Sunday night, when police were called to the Stop & Shop on McGrath Highway for a reported shoplifter. The caller, an employee at the store, began chasing the suspect through the parking lot toward Broadway. The suspect was described as a white male, wearing a gray shirt and black shorts. Witnesses told police the man had removed the gray shirt and was now carrying it as he traveled down Arlington Street. Police located the man, who later identified himself as Brian Kobs, on Arlington Street. Kobs was ordered to stop and allegedly ran across Arlington Street in an attempt to flee. When police caught up to him, he allegedly turned around quickly with his right hand clenched, prompting the officer to strike him with a closed fist, according to the report. Kobs allegedly continued to resist and attempted to strike police with his elbow as he was handcuffed. Police pepper sprayed him in an attempt to get him under control. Kobs was arrested for larceny last November and was known to Stop & Shop employees. The man who reported the shoplifting to police told them he recognized Kobs from the November incident and followed him on surveillance cameras as he allegedly concealed numerous health and beauty products in a bag before quickly leaving the store. The man said he identified himself in the parking lot and Kobs fled through the parking lot and out to Broadway. Kobs was transported to the hospital due to injuries sustained during the arrest. Once at the hospital, he allegedly made numerous threats on the officer and the officers family and launched into a racially charged rant while destroying hospital property. Kobs was charged with larceny over $250, resisting arrest, witness intimidation and threatening to commit a crime. Editors Note: This post was derived from information supplied by the Somerville Police Department. It does not indicate a conviction. Click this link to find out how to get a name removed from a Massachusetts Patch police report. Image via Shutterstock",1,0,2
1127,"A former volunteer with the Somerville Auxiliary Police Department was indicted this month on five counts of statutory rape following an alleged sexual relationship with a teenage boy, according to a Patriot Ledger report. James J. Killion, 22, is accused of entering into an 18-month relationship with the boy, who was 14 when the two met in 2014, the Patriot Ledger reported. Killion, an aspiring police officer who applied for a job with the Hanover Police Department, was arrested by Weymouth police in June after the boy told his father he had sex with an older man who was threatening to expose him online if he ended the relationship, according to a police report cited by the Ledger. The Ledger reported that the boy told police he met Killion on an online forum for gay and bisexual teenagers in the Boston area and also communicated on the smartphone apps Kik and Snapchat. According to the report, Killion is free on $5,000 bail and has been ordered to wear a GPS tracking device, as well as have no unsupervised contact with individuals under 18. >>>Read the full story from the Patriot Ledger here. Image via Shutterstock",0,8,5
1128,"Somerville police are reminding residents to play Pokemon Go safely and responsibly. The increasingly popular smartphone app allows users to collect Pokémon characters in a simulated virtual world -- tapping into the devices GPS system to tracks where players are throughout the day, a release said. While no accidents or issues have been reported in Somerville due to Pokémon Go, numerous communities throughout the state and nation have documented incidents. Chief David Fallon asks that citizens remember to always be aware of their surroundings and to be respectful of others while playing. • Stay alert. Keep your eyes on the road and off your mobile screen when walking around, especially in areas where you need to cross the street or where there is heavy traffic flow. • Do not use the game while operating a motor vehicle. Keep the app closed while behind the wheel. Pull over and park your vehicle once youve reached your destination and plan your route ahead of time if the game requires you to walk to another location. • Let others know where youre going. If youre walking to an unfamiliar area, tell a friend or family member your plans. • Be visible. Stay in areas where you can be seen and where others can see you. Always be aware of your surroundings. • Be respectful. Do not loiter in front of homes or businesses. If in a large group, be aware of the time of day or night and keep noise at an appropriate volume. • Stay off private property and away from construction zones, as well as other areas where public access is prohibited. • Parents, set guidelines for children. Limit where they can go in your neighborhood and remind them to never interact or go anywhere with strangers.We recognize that, for many, Pokémon Go is a fun, interactive game that encourages users to go outside and walk around, Chief Fallon said. While doing so, we remind community members to always focus on whats in front of them, and to never go anywhere the public isnt normally allowed. We would hate to see someone get injured because of this game.",0,8,5
1129,"Somerville officers seized 27 pounds of marijuana and $70,000 in cash in a June 8 drug bust that began with complaints from the dealers neighbors, police said. Police made three arrests in connection with an investigation into drug dealing at 58 Bow St. that began in the past year, police said. Police were conducting routine surveillance on Bow Street when they allegedly saw Rory Watson, 36, of 64 Cedar St, Quincy, drive to the address. Police said an officer called headquarters and learned of Watsons previous arrests for drug dealing. Police said Watson carried two duffel bags into 58 Bow St. and minutes later exited with an extremely large black hockey-style bag…[that] appeared to be heavy as Mr. Watson appeared to struggle carrying it to his vehicle, according to a police report. Watson walked directly past an officer who detected an overwhelming smell of marijuana, police said. Officers followed Watson to Somerville Avenue where he exited his car to take his dog for a walk, police said. When officers stopped him, he became extremely nervous and offered untruthful answers to their questions, police said. A search of Watsons car revealed several pounds of marijuana, police said. How much trouble am I in, Watson allegedly asked. His car was towed. Officers then went back to 58 Bow Street to secure the area in anticipation of a search warrant. Officers entered the residence at 58A Bow St. and sat the two co-owners of the condominium down in their living room. After being read their Miranda rights, police said David Barlam, 30, led officers to marijuana in the cabinet. When Barlam tried to erase information from his phone, he was placed into custody, police said. As the condos other owner, Karolina Zeldon, 26, of 58 Bow St., was being taken into custody she allegedly yelled at Barlam, I hate you David, I knew you were going to get me in trouble with this shit. A search of the condo and the impounded car turned up 27 pounds of marijuana and $70,000 in cash. Officers found $40,000 in cash on the ground directly underneath the units kitchen window. Officers also found psilocybin mushrooms at 58 Bow St., police said. Watson was arrested and charged with conspiracy to violate a drug law, possession to distribute a class D drug and possession of a class C drug. Zeledon was arrested and charged with conspiracy to violate a drug law, distribution of a class D drug and possession with intent to distribute a class C drug. Barlam was arrested June 9 at 1:10 a.m. at home and charged with conspiracy to violate a drug law, distribution of a class D drug and possession with intent to distribute a class C drug.",0,8,5
