,text,labels
1184,"Marylands attorney general is suing a Hyattsville moving company for charging customers extra to move their goods and then driving off with the goods if the customers did not pay the increased demand, according to a news release. Brian E. Frosh announced Monday that his Consumer Protection Division filed charges against Swift Van Lines, LLC (formerly known as Revolution Moving and Storage, LLC) and its owner Juan Carlos Martinez. Frosh and his Division believe Swift Van Lines gave consumers low estimates for moving services and then drastically increased its prices after loading customers items onto its trucks. The movers sometimes charged several times the estimate, Frosh said. If the customers refused to pay the increased amounts, the drivers allegedly drove off with the goods still on its trucks. Moving companies operating in Maryland cannot hold a consumers items hostage, Frosh said in a statement. When moving consumers within the State, companies cannot exploit consumers either by charging substantially more than promised or by refusing to deliver household goods once they are loaded onto a truck. These charges seek an order that would permanently prohibit Swift Van Lines and its owner from hiking up the price and refusing to deliver to customers. It also orders Swift to pay restitution to consumers harmed by its alleged unfair and deceptive practices, the news release states. Consumers with complaints against Swift Van Lines, LLC, Revolution Moving and Storage, LLC or Juan Carlos Martinez may call the Consumer Protection Division at 410-576-6569, file a complaint online, or write to the Consumer Protection Division at 200 St. Paul Place, 16th Floor, Baltimore, Maryland 21202. Pixabay Photo",0
1185,"Parents who abducted their son from his grandmothers home in Green Brook were sentenced today to five years probation under drug court monitoring, according to nj.com. Michael Streko, 34, and Amy Streko, 32 of Neptune City both pleaded guilty to one count of second-degree interference with the custody of a minor child and were sentenced separately by Superior Court Judge Bruce A. Jones in Somerset County, according to nj.com. The Strekos had kidnapped their 8-year-old son Everett on July 17 from his grandmothers house in Green Brook, violating a court custody order. The parents were arrested July 25 after Michael, asked other children for drugs in Port Jervis, N.Y. A caller to the Port Jervis City Police Headquarters reported a suspicious male subject was walking in the area of Ball Street and Pennsylvania Avenue asking children for drugs, police said. The caller advised police that the subject was operating an RV that was parked nearby on Pennsylvania Avenue. Officers found Michael operating the motor home on Pennsylvania Avenue. Officers interviewed Streko and his wife, and learned that both subjects were wanted for the felony crime of custodial Interference. Officers took the subjects into custody and charged them with being fugitives from justice. Port Jervis City police officers located Everett who was safe and unharmed inside the motor home. The parents had allegedlly kidnapped Everett as part of a cross-country video trip called On the road with the Strekos. Watch the video:  Both were immediately released from the Somerset County Jail and must report to their probation officers on Monday at 9 a.m. Under drug court monitoring, theyll be required to submit to testing once a week, report to their probation officer once a week, maintain regular employment and enter an outpatient drug program. They will also be subjected to random drug tests, according to nj.com. If they dont comply with those provisions, they would return to the court system and possibly face trial, according to nj.com.",1
1186,"By FRANK OLAUGHLIN (Patch Staff) The Boston Police Department is warning residents across the city to exercise caution as an ongoing phone extortion scam runs rampant. Police say the scam happens when a caller claims to be holding one of the victims relatives hostage or says a relative has been in a serious accident and needs money. According to the department, in a growing amount of cases in Boston, suspects are demanding large sums of money. They then threaten harm to the victims relatives if the demand is not agreed upon. Police say its not uncommon for the suspects to know basic details about the victims life. Names of family members, places of employment and school information, can be easily found on social media websites. In some cases, the caller phones several members of the same family, extracting information from one person that is then leveraged against a relative to increase the credibility of the callers claims. Victims are often told that if they hang up or contact the police or anyone else, harm will come to their loved one, police say. The scam appears to target the Hispanic community and is known to be an issue in several other cities across the United States, police say. Residents that receive a call similar to the above scheme are advised to: Victims are encouraged to report any Phone or Internet Fraud Scams to the Federal Trade Commission by calling 1-866-653-4261.",0
1187,"A standoff that lasted approximately four hours has ended in Dundalk. Police said a man who pulled out a gun after a traffic stop and threatened to shoot himself was taken into custody before 12:30 a.m. on Monday. Jason John Kassakatis, 50, of the 2400 block of Fairway, was provided with medical treatment before he was charged with 11 offenses, from drug possession to assault, according to police. Now Kassakatis is being held without bail by the Baltimore County Department of Corrections. He has been charged with first-degree assault, second-degree assault, being a convicted felon in possession of a firearm, having a handgun on his person, having a handgun in a vehicle, illegal possession of ammunition, possession of drugs other than marijuana, possession of paraphernalia, failure to obey a lawful order, possession of a dangerous weapon and theft under $100. According to officials, the incident that led to the charges was a traffic stop. Police said that around 8 p.m. an officer stopped a car with stolen tags on Willow Spring Road at Pine Avenue. When officers approached the vehicle, they said the driver got out and held a handgun against his body as he walked away from them and threatened to shoot himself. Officials sent tactical and hostage negotiation teams to talk with him. The man, later identified as Kassakatis, walked to the intersection of Yorkway and Kinship Road, and law enforcement officers maintained a perimeter around him. Residents near Yorkway and Kinship Road were asked by police to remain inside their homes Sunday night as officers negotiated with Kassakatis. After 10:30 p.m., authorities reported they were still negotiating with the man. When Kassakatis surrendered before 12:30 a.m., police said they found a gun and knife on him and another gun inside the vehicle.  If you or someone you know is considering suicide, there are resources to help. The National Suicide Prevention Lifeline is available 24 hours a day at 1-800-SUICIDE (or 1-800-784-2433), and its website offers services including a live chat. Also find resources available around Maryland to help those who are in crisis. Photo of Jason Kassakatis courtesy of the Baltimore County Police Department.",0
1188,"A kidnapping suspect was in custody Friday after leading officers on a vehicle chase through the San Fernando Valley, then fleeing on foot and climbing onto the roof of a home in Sylmar, where he remained in a standoff with authorities for hours, authorities said. The man surrendered about 1:10 a.m. and came down from the roof of the home, located in the area of Oro Grande Street and Brussels Avenue, said Sgt. James Bender of the Los Angeles Police Departments Mission Division. No force was used by police, who had the man surrounded, Bender said, but he was involved in a crash prior to the standoff and it wasnt immediately clear if he was injured. The kidnapping was reported about 1 p.m., according to KCAL9. Hours later, police spotted the suspect and began chasing him. Not many details were released about the alleged kidnapping, but Bender said it was an aspect of a domestic violence situation.  City News Service",1
1189,"- One person was killed during a Wednesday double shooting that also caused two Stone Mountain schools to be locked down. Two other people were injured in the shootings, according to the AJC. The shootings took place at 4719 Central Drive, near Stone Mountain High and Hambrick Elementary. Both schools were locked down from early Wednesday morning until shortly after noon. The shootings do not appear to be connected to Wednesdays hostage situation in Lithonia, in which a DeKalb SWAT teams was in a standoff with a man holding a woman at knifepoint on Willowick Drive. Fairington Elementary was locked down during that incident as well. The woman was rescued by police.",0
1190,"A New Hampshire man with a string of arrests and indictments for crimes against women was arrested yesterday on rape, assault, mischief, and theft charges, according to Nashua Police. Jason Trythall, 33, of Walnut Street in Nashua, was arrested on Sept. 6, 2016, and charged with second-degree assault, second-degree assault-domestic violence, aggravated felonious sexual assault- domestic violence, and aggravated felonious sexual assault, class a felony, all felonies. he was also charged with theft by unauthorized and criminal mischief. Editors note: This post was derived from information supplied by the Nashua Police Department. It does not indicate a conviction. This link explains the name removal request process for NH Patch police reports. According to police, officers were told about an alleged incident where Trythall assaulted a woman known to him during the early morning hours of July 24. Detectives from the special investigations division furthered the investigation and later, applied for and were granted an arrest warrant for a second-degree domestic violence charge. Trythall was arrested yesterday afternoon on that charge as well as the rape and other charges. He was held on $25,000 cash bail and was expected to be arraigned in Nashua District Court today. According to Lt. Kerry Baxter of the Nashua Police Department, Trythall faces up to 46 years in prison as well as fines. Previous arrests, convictions, and indictments Trythall, according to arrest and indictment reports on Patch as well as other media outlets and police logs, is no stranger to police and has been accused of a number of crimes. His alleged criminal activity appears to have started in February 2010, when he was arrested in Merrimack for domestic assault, kidnapping/false imprisonment, obstructing the reporting of a crime, according to a police log entry in the Merrimack Journal. In December of that year, he was arrested for robbery and assault in Amherst. In May 2012, he was arrested twice by Nashua Police for stalking-domestic violence, on May 4, and May 7, according to posts on Patch. He was later convicted of stalking according to police. In October 2013, he was arrested on a warrant for nonpayment of a fine, according to the Nashua Police. In February 2014, he was arrested again by Merrimack Police after allegedly communicating with a woman that had a protective order against him, according to police. He was also charged with resisting at the time and had to be Tased by police. In December 2014, he was arrested two more times, for identity fraud and violation of privacy, after he allegedly created fraudulent social media accounts pretending to be someone else. After an investigation – including a search warrant to examine his cellphone – a warrant was issued and he was arrested by Bedford Police. On Jan. 16, 2015, he was arrested by Bedford Police on a warrant at the Cooper Door Restaurant on Leavy Drive, where he worked at the time, for allegedly threatening to kill a woman at a business in Merrimack. In 2015, Trythall was also indicted in Hillsborough County Superior Court for the identity fraud, protective order violations, and other charges, and again for falsifying physical evidence for allegedly pretending to be someone else while communicating with a judge.",0
1191,"A Buffalo Grove man pleaded not guilty to kidnapping his estranged girlfriend from Highland Park and driving her to Racine, WI, according to the Daily Herald. Samuel B. Jackson, 32, is being held on $500,000 bail on the kidnapping charge, which stems from a March 2 incident when Highland Park police were called to the 400 block of Central Avenue for a report of an argument between Jackson and the victim, where he was trying to break into the car she was in. When officers arrived, the car was gone but was later found in Racine. Jackson had previously threatened to kill the woman and throw her in the lake. You can read the full Daily Herald story here.",1
1192,"During a 2016 gun show in Berea, a Cleveland man with a history of kidnapping and felonious assault stole a .45-caliber pistol. Anthony Lett, 40, was convicted this week for that theft. This is a person with a long history of violence who has no business having a firearm, U.S. Attorney Justin Herdman said. Our community is safer with him behind bars. Lett was convicted on one count of being a felon in possession of a firearm and one count of being in possession of a stolen firearm. His trial lasted two days in the U.S. District Court. The 40-year-old will be sentenced on August 29. During a gun show at the Cuyahoga County Fairgrounds, Lett snatched a Kahr Arms .45-caliber pistol. He was soon tracked by police and fled into the woods behind the fairgrounds, Cory Shaffer from cleveland.com reported at the time. A police dog and multiple law enforcement agencies were called in to search for him. Lett was eventually found and taken into custody. His arrest came just hours after Cleveland Police got a warrant charging Lett with rape and aggravated assault. Police said that during that incident a woman was raped at gunpoint and her husband was shot multiple times. He was previously convicted of kidnapping, felonious assault, carrying a concealed weapon, drug trafficking and other crimes, according to court documents. Lett is currently serving 20 years in state prison for rape, attempted murder, aggravated robbery and other crimes, court document said. The Bureau of Alcohol, Tobacco, Firearms and Explosives, and the Berea Police Department, led the investigation into Lett. They got aid from the Cleveland Division of Police. Photo from Shutterstock",1
1193,"Submitted by the Suffolk County DAs Office The man who robbed and raped a Beacon Hill woman after his release from prison on an earlier sexual assault could die behind bars, Suffolk County District Attorney Daniel F. Conley said on Friday. Scheduled for trial Monday on charges of aggravated rape, kidnapping, armed robbery, armed burglary, and assault and battery with a dangerous weapon, Anthony G. Williams (D.O.B. 4/2/67) pleaded guilty to all counts this afternoon in Suffolk Superior Court, said the Suffolk County DAs office. Assistant District Attorney Holly Broadbent, chief of Conleys Sexual Assault Unit, recommended that Williams serve 25 to 28 years in state prison, followed by 10 years of probation upon his release. Broadbent recommended that, as conditions of his probation, he be ordered to wear a GPS monitoring device, undergo sex offender treatment, and have no contact with the victim. Judge Linda Giles imposed a term of 18 to 22 years in prison but adopted all of Broadbents other recommendations. Giles noted that state sentencing guidelines call for a sentence of 12 to 18 years. Our recommendation went well beyond the average sentencing guidelines for two reasons, Conley said. First, this crime was not average. It was as vicious and terrifying as can be imagined. Second, the defendant had just finished a lengthy state prison term for the same offense. He has additional convictions for crimes of violence against women. He needs to be taken off the street and away from society. Moreover, a review of his record suggests that hes a candidate for civil commitment under the states sexually dangerous person statute, which would allow him to be held even after his release from prison. While the victims of any crime are asked to call 911 in an emergency, Conley said that survivors of sexual violence in Suffolk County can also call the Boston Area Rape Crisis Centers 24-hour hotline at 800-841-8371. The Boston Area Rape Crisis Center provides medical advocacy, legal services, counseling, and other services to victims of rape and sexual assault. Had the case proceeded to trial, Broadbent would have introduced evidence and testimony to prove that Williams followed the woman, then 28, as she approached her home in the early morning hours of Nov. 10, 2012. He followed her into her apartment building and, as she entered her apartment, forced his way inside, where he robbed her of jewelry, electronic devices, and her bank card. He then sexually assaulted her at knifepoint and threatened to return and kill her if the ATM password she provided was incorrect. The victim was able to contact a neighbor, who called 911. She was transported to an area hospital for treatment, while Boston Police sexual assault detectives undertook a search for evidence and witnesses. Among other things, they were able to retrieve footage from a bank lobby where Williams used the victims debit card and additional footage showing him selling her iPad and iPhone. When detectives released it to the public, they received multiple tips identifying him, leading to his arrest. That surveillance footage was crucial in helping us build our case, Conley said. Surveillance cameras can only help investigate, solve, and prosecute violent crimes, but were routinely delayed by hours or even days trying to get footage from private businesses. Cameras operated by city or state agencies could provide that footage on a moments notice without violating the privacy we enjoy as Americans. Williams was represented by attorney Kelli Porges.",1
1194,"A man faces criminal charges after Ferguson Police said he trapped a 14-year-old boy in a stairwell, choked and forced the boy to have sex. Corey B. McClendon, 39, of the 6300 block of Witsell Avenue in Berkeley, was charged with two counts of forcible sodomy and kidnapping. Ferguson Police said McClendon trapped the boy in a stairwell in a building in the first block of South Florissant Road Dec. 28, 2011. According to a police report, McClendon confined the boy without his consent for a substantial period. Police said McClendon frequented the area in the first block of South Florissant Road. He recently was arrested in Iowa, where he also is a suspect in a Dec. 17 bank robbery in Iowa City. For more crime information on Florissant Patch, see the following articles:",1
1195,"Ocean City, NJ -- March 11 marks the seven-year anniversary of the apparent kidnapping of an Ocean City man from his Asbury Avenue home, and investigators continue to offer a $50,000 reward to anyone who provides information as to his whereabouts. John Weisbecker was last seen around 10:30 a.m. on March 11, 2009 by a local postal worker. Family members noticed he was missing when they returned home around 8 p.m. that night. Investigators believe Weisbecker disappeared shortly before noon, and evidence indicates he didnt leave his home on the 200 block of Asbury Avenue of his own free will. At the time of his disappearance, he was described as a white male standing 6 feet, 2 inches tall with brown hair, a brown moustache and numerous tattoos on his torso and arms. He would be 28 years old today. The mother of the 2006 Ocean City High School graduate told police he went everywhere by car, but his car was still parked at the home when she returned that night,according to a Press of Atlantic City story from 2009. In the months and years following his disappearance, his credit cards had never been used and no money had been withdrawn from his account. Police were unable to find any leads by searching the hard drive of his computer, and have no reason to believe Weisbecker was involved in drugs in any major way. The Ocean City Police Department, the Cape May County Prosecutors Office, New Jersey State Police and the FBI are conducting the ongoing investigation. Anyone with information is asked to call any of the following numbers: The attached file image of John Weisbecker was provided by Ocean City Police.",1
1196,"A Hempstead man was arrested early Saturday morning after police say he kidnapped his young child from his ex girlfriend. According to police, Donavan L. Smith, 58, of Cornell Street, was on West Columbia Street on Friday, May 18 when he grabbed a phone from his 21-year-old ex-girlfriend. The two struggled over their one-year-old child. Police say Smith left the scene with the baby, and his ex-girlfriend called police. Police located Smith and the child at his home. After a brief struggle, police arrested Smith. The child, who was unharmed, was taken to a hospital for a precautionary evaluation and returned to its mother. Smith is charged with custodial interference, grand larceny, aggravated harassment, endangering the welfare of a child and criminal contempt. He was arraigned in First District Court in Hempstead. Photo: Nassau County Police Department",1
1197,"A new wave of ransomware cyberattacks spread globally on Tuesday, affecting businesses and agencies across the globe. The ransomware in question, known as Petya or Petrwrap, locked users and companies out of essential computer files, demanding a fee be paid before the information would be unleashed. The attacks appeared to first start in Ukraine. The software used resembles Wannacry, the ransomware responsible for multiple cyberattacks in recent months, most notably in May during an attack that gravely threatened the British health service. (For more national stories, subscribe to the Across America Patch and receive daily newsletters and breaking news alerts.) Wannacry was the start of a new breed of ransomware — where nation state attackers were likely responsible for the malware, said Paul Martini, CEO of iboss, the cybersecurity firm of Goldman Sachs. While its obviously too early to know who is behind this attack, it bears a strong resemblance to Wannacry. We can expect ransomware attacks to continue getting more sophisticated with serious and widespread implications for critical infrastructure. Kaspersky Lab, a Russian cybersecurity firm, reported that the malware in question used a Microsoft signature to break through cyber defenses: The Department of Homeland Security is monitoring reports of cyber attacks affecting multiple global entities and is coordinating with our international and domestic partners, DHS said in a statement. We stand ready to support any requests for assistance. Upon requests, DHS routinely provides technical analysis and support. Information shared with DHS as part of these efforts, including whether a request has been made, is confidential.  Kevin Collier, a cybersecurity journalist, reported that Merck, the pharmaceutical heavyweight, was hit by the attack, which triggered a company wide shutdown. Photo by Chung Sung-Jun/Getty Images",0
1198,"A second suspect in an investigation into the death of a teenager at the Hyatt Place in Braintree is scheduled to appear in court this week. Jason McLeod, 35 of Mattapan, who is currently in police custody in York County, Maine, is due in Norfolk Superior Court in Dedham Friday at 2 p.m. He has not been charged with murdering 19-year-old Reina Rodriguez of Lawrence, but he will face charges of human trafficking and deriving support from a prostitute, according to the Norfolk County District Attorneys office. Authorities allege that McLeod took part in a prostitution operation with Juana Rivera, 19, of Lynn. He was arrested last weekend on a warrant during a traffic stop in Maine. Two other men, 20-year-old Kentavious Coleman and 22-year-old Kenyonte Galmore, were indicted on charges of murder, unarmed robbery, kidnapping, conspiracy to murder and conspiracy to commit unarmed robbery. Both men are being held in Mississippi on unreleated charges. Massachusetts warrants have been lodged with the jail as authorities continue the process of returning the defendants to the state for arraignment, the DAs office said. Police say Rodriguez was recruited by Rivera for her operation. She was found dead in a Braintree hotel room in June 2017. Its alleged that Rivera, Coleman, and Galmore conspired to rob Rodriguez, who was found bound with phone cords. Rivera was arraigned in Norfolk Superior Court Monday on various charges, including murder. She was ordered held without bail. Image via Google Maps",1
1199,"Updated 5:30 p.m. March 27:  The Ventura County SWAT team was called to Moorpark this afternoon to help in apprehending a suspect with an outstanding felony warrant that warned he should be considered armed and dangerous. Augustine Loza, 53, who was wanted for a parole violation, was taken into custody on the 400 block of Second Street without incident at 3:19 p.m. Loza had been on parole for a robbery. According to Sr. Deputy Bob Berger, public information officer for the Moorpark Police Department, the call informing the department that Loza may be at the Moorpark residence came in at about 1:50 p.m. After police were unable to make contact with Loza via telephone calls and a public address, the SWAT team and a hostage negotiation team were called in for precautionary measures. When we go to a house like that and try to make contact and no one comes out, it becomes an issue and we do it for the officers safety, Berger said. So thats why they were called out, just for safety in case things started to go down hill, we dont want to wait until the last minute to take care of business. After about an hour and a half, however, Loza gave himself up without incident. When we were able to make contact within the residence, he came out and gave himself up and we took him into custody, said Berger. According to neighbors, Loza is the brother of Gorge Loza, who was arrested March 3 for placing a facsimile explosive devise and threatening note outside the Moorpark Police Department. The police department was unable to confirm the relationship.",0
1200,"A Brockton man charged with kidnapping a 6-year-old girl says he was trying to help her. Avery L. Howard, 32, of Brockton, faces a charge of kidnapping and was arraigned Tuesday in Taunton District Court. Friday, Howard, a home health care aid, was on his way to help a client in Norton when he saw a girl walking alone with a suitcase. The girl said she was kicked out of her house and was on her way to her grandmothers in Easton, according to the Sun Chronicle. The girls grandmother was not home and Howard took the girl with him to work. Assistant District Attorney Keith Paquette argued that the girl was not old enough to consent to going somewhere with Howard and the Brockton man should have called 911 or gone to a police or fire station. Defense attorney Scott Bradley said Howard has special needs and thought he was helping her. Howard was ordered held on $2,000 cash bail. He must stay away from the girl and wear a GPS bracelet. He is due back in court June 29. Image via Shutterstock",1
1201,"The Manatee County Sheriffs Office has announced it has filed murder charges in the deaths of Karl Tuxford and Jordan Finlon. Tuxford, 38, was gunned down on a Bradenton street last Tuesday and later died from his injuries. Finlons body was found later that day off Bishop Harbor Road in the Palmetto area. The 23-year-old woman was later connected as an acquaintance of Tuxford. Deputies charged Dwayne Cummings with two counts of armed kidnapping last Thursday. On Monday morning, they announced the murder charges. The investigation into the homicides remains active with other arrests possible, the agency wrote in an email to media. Anyone with information in the case is asked to call 941-747-3011, Ext. 2519, or Crime Stoppers at 1-866-634-TIPS. As of Monday morning, Cummings remained in the Manatee County Jail without bond. Booking photo courtesy of the Manatee County Sheriffs Office",1
1202,"PHILADELPHIA – A van repossession in West Philadelphia started routinely, turned into a potential disaster, and ended without incident early Thursday morning. A mom stopped in the Dominos Pizza store on 45th and Chestnut streets at about 2:35 a.m. and when she came out her van was gone, and so was her daughter. Police said officers were called to the area for an abduction and found the mother on scene. She told police she was clocking out of work and left her 7-year-old daughter in her van, which was towed away during a repossession operation, police said. Police said the tow truck driver, identified as Carmino Giannone, heard someone yelling that a child was in the vehicle. Giannone, who said he was tracking the van and had paperwork for the repossession, stopped to check inside the vehicle but didnt find a child. He told 6ABC people often yell at him when hes towing a vehicle just to get him to stop. Giannone was stopped a few blocks from the store on 50th Street and Woodland Avenue, police said. With police, Giannone looked inside the van again and saw the childs foot. They found her asleep under a blanket in the third row rear seat of the van, police said. The tow truck driver who was tracking the van and had paper work to repossess it had no idea the child was inside. The vehicle to me appeared unoccupied, he told 6ABC Theres two car seats in the second row that were empty, that I could see from the mirror of my truck. I dont have to get out of my truck to hook up a car. Police said the child slept through the incident and was unharmed. Police said Special Victims Unit is investigating the incident and will provide more information when details are made available. Image via thekirbster, Flickr Commons",1
1203,"SANTA CLARA COUNTY -- A 22-year-old San Jose State University student was found near Bandon, Oregon, Friday night after allegedly getting kidnapped at knifepoint from her apartment by a stranger, according to the Coos County Sheriffs Office. The Bandon Police Department contacted the victim at 10:18 p.m. after she was found running, frightened, down a roadway in the vicinity of U.S. Highway 101 and Prosper Junction Road. She told investigators that shed been abducted roughly 10 hours earlier, carjacked and forced to drive north in her own vehicle until it ran out of gas, allowing her an opportunity to flee on foot and hide in tall grass nearby until nightfall. Officers found the vehicle near an old mill at Ballards Bridge and Highway 101 and searched the area for the suspect, with assistance from a K-9 unit. They were unable to track him, however, and towed the vehicle for evidence. The victim was transported to a hospital in Coos Bay for facial injuries suffered when the suspect struck her. The Coos County Womens Safety and Resource Center provided an advocate for her and housed her until family members arrived to bring her home over the weekend. Coos County sheriffs deputies contacted police in the San Jose area and determined that the victim had been reported missing by family members after she did not show up for her own graduation ceremony. San Jose State University police had launched an investigation based on their report. The suspect is described as a mixed-race black and Hispanic man in his 30s. He did not have facial hair and was wearing a black hoodie, black baseball hat and black winter-style gloves, according to the victim. The case remains under investigation by Coos County sheriffs deputies and the San Jose Police Department. The FBI has also been notified, according to deputies. By Bay City News Service Public domain image via Wikimedia Commons",1
1204,"A recently-paroled ex-convict from Southern California has been arrested out of state for allegedly trying to kidnap a woman in San Leandro in July by pepper-spraying her and dragging her toward his car, police said today. Previous Coverage: San Leandro police Lt. Robert McManus described the 43-year-old suspects attempt to kidnap the 23-year-old woman as she was walking to work in the 14700 block of Washington Avenue at 7:45 a.m. on July 28 as an attempted stranger abduction and as something you would see in a television crime drama. McManus said a passerby who saw the struggle and intervened, allowing the woman to escape, was a Good Samaritan and a hero. However, he said the suspect drove away from the crime scene, ditched his car near the Oakland International Airport, took a long flight across the country and might have gotten away with the crime if not for a business owner near the airport who told police on Aug. 17 that the suspects silver 2014 Nissan Sentra SR car was parked nearby. That information helped investigators break the case because they were able to track the car and ultimately identify the suspect, McManus said. Scientific and technological evidence put the suspect at the scene of the attempted abduction and U.S. Marshals were able to locate him early last week and arrest him without incident, according to McManus. However, police arent yet releasing the suspects name or mugshot or saying where he was arrested because they are still investigating whether he may have committed other crimes, including other possible abductions. He said the suspect, who is from Orange County, had just been paroled from state prison on July 18, 10 days before the attempted abduction, after serving a his conviction for what he described as a variety of violent crimes. McManus said the suspect is in custody at the location where he was arrested out of state and is expected to be extradited in two or three weeks to Alameda County, where he faces kidnapping, carjacking and assault with a deadly weapon charges for the San Leandro incident. He said the suspect is charged with carjacking because he briefly got into the Good Samaritans car and moved it because it was blocking his own car when he was trying to get away from the scene. McManus said the suspect didnt know the victim and at this time investigators dont know why he drove all the way from Orange County to San Leandro to commit the crime. He said police dont know how long the suspect was in San Leandro but he had still been in Southern California as of the morning of July 27, the day before the incident. McManus said police dont know the suspects intentions for trying to kidnap the woman but he said, Based on his record they probably werent good. McManus said it appears that the suspect bought his plane ticket after the incident in San Leandro. He said the man took a long flight to another state where he has relatives and apparently was trying to start a new life there. San Leandro acting police Chief Jeff Tudor said, The notion of a stranger grabbing a person off the street invoked a lot of fear in our community and my heart goes out to the victim. Her strength and courage is inspirational to us. McManus said the victim was very relieved when police told her that the suspect has been arrested. — Bay City News; Image via San Leandro Police",0
1205,"A young woman who said she was kidnapped was actually lying, Southgate police say. Deanaija Foy, 19, claimed to have been held for 24 hours between Tuesday and Wednesday night on $25,000 ransom. Her family said she was out walking when she was abducted, though her captor allegedly allowed her to keep her phone. Foy was reunited with her family Wednesday night, according to Fox2, before it was alleged that she falsified the kidnapping. The Wayne County Prosecutors Office will decide whether to press charges for filing a false police report. Article image via Shutterstock",0
1206,"North Charleston Police have arrested a Summerville man they say broke into his ex-girlfriends home, assaulted her and attempted to trap her inside, according to multiple media sources. Matthew Joseph Duren, 33, is in custody after the Tuesday incident in North Charleston. He is charged with charged with first-degree burglary, kidnapping, criminal domestic violence and violating a restraining order. Police arrived at Nummie Court Tuesday evening to find that Duren had allegedly screwed the front door shut of his ex-girlfriends house, trapping them both inside. Live 5 News reported the 37-year-old woman had blood on her face and spoke to police from a balcony. The Post and Courier reported police helped her escape through a back door of the home. The woman was allegedly punched many times during the incident. Inside the home, police reported hearing Duren making growling noises. Upon entering the room where he was, they found Duren with a belt around his neck and he was lying on the floor. Click here to read more (subscription required).",1
1207,"By Bay City News Service A San Diego rap artist suspected of kidnapping a Southern California woman and holding her in a San Anselmo home has been arrested, the Marin County Sheriffs Office said Wednesday. Charles LaSean Mitchell, professionally known as Mitchy Slick, surrendered at the Marin County Jail on Tuesday afternoon after a judge issued a $1.5 million warrant for his arrest, sheriffs office officials said. Mitchell, 40, was arrested on suspicion of kidnapping, human trafficking, terrorist threats, participating in a street gang and brandishing a firearm, officials said. He is suspected of being an active member of the Lincoln Park Bloods gang in San Diego.  Sheriffs office officials had previously conducted a search warrant at 30 Oak Knoll Drive in San Anselmo, where Mitchell was allegedly staying with the woman in question, but Mitchell was not present and remained at large until Tuesday. His exact connection to the property remains unclear, officials said. While the raid was witnessed by many residents and caused concern in the neighborhood, officials said there is no threat to the community related to this investigation.",1
1208,"The federal kidnapping trial of a man accused in the abduction of a University of Illinois scholar from China has been rescheduled. The trial of Brendt Christensen in the disappearance of Yingying Zhang was scheduled to start Sept. 12. U.S. District Court Judge Colin Bruce on Monday granted Christensens attorneys request for a continuance until Feb. 27, 2018. Defense attorney Tom Bruno said the defense is still waiting to see some of the evidence against Christensen. He added it would be unrealistic for the trial to begin before January. Zhang disappeared June 9, weeks after arriving at the central Illinois campus. Investigators say they believe the 26-year-old is dead. Her body hasnt been found. Christensen is suspected of abducting her in Urbana while she was going to sign an apartment lease. More from Patch: Main photo: Lifeng Ye, seated-center, is comforted by her son Xinyang Zhang, left, and Xiaolin Hou, right, after a news conference at the I-Hotel in Urbana, Ill., Tuesday Aug. 22, 2017. Lifeng Ye, is the mother, Xinyang Zhang is the younger brother, and Xiaolin Hou is the boyfriend of visiting Chinese scholar Yingying Zhang who went missing on June 9. (Rick Danzl/News-Gazette via AP)",1
1209,"A man who was arrested Tuesday after police say he robbed a jewelry store on Garners Ferry Road is wanted in Georgia for murder, according to the Columbia Police Department. Armond Gibson, 23, is charged with two counts of armed robbery, four counts of kidnapping, criminal conspiracy, possession of a weapon during the commission of a violent crime and possession of a stolen vehicle. Police say Gibson and another man robbed Mims Jewelry Store at 6780 Garners Ferry Road. Gibson was armed with a handgun and ordered four people to get on the ground, according to police. No one was injured. The other man smashed a glass counter and stole an undisclosed amount of jewelry, police say. Both men took off in a gold Toyota that was reported stolen from Dekalb, Ga., according to police. They wrecked the car on Pennington Way and ran from the scene. Officers arrested Gibson a short time later. The other man got away.Officers recovered most of the stolen jewelry from inside the vehicle. Witnesses say both men wore dark clothing and masks during the armed robbery. Columbia Police Chief Randy Scott encourages citizens with information about this incident to call Crimestoppers at 1-888-CRIME-SC.",1
